"invoice_no","stock_code","description","quantity","invoice_date","unit_price","customer_id","country"
"562129","85123A","CREAM HANGING HEART T-LIGHT HOLDER",6,"2011-08-03 09:09:00","2.95","13186","United Kingdom"
"564335","82600","N0 SINGING METAL SIGN",2,"2011-08-24 14:23:00","2.1","15800","United Kingdom"
"556056","20725","LUNCH BAG RED RETROSPOT",1,"2011-06-08 13:35:00","1.65","17841","United Kingdom"
"541093","22937","BAKING MOULD CHOCOLATE CUP CAKES",18,"2011-01-13 13:21:00","2.55","12471","Germany"
"572227","23438","GIFT BAG LARGE SPOT",20,"2011-10-21 14:01:00","1.25","15051","United Kingdom"
"570049","23366","SET 12 COLOUR PENCILS DOILEY",10,"2011-10-07 10:55:00","0.65","17228","United Kingdom"
"538796","22986","GINGHAM ROSE WRAP",25,"2010-12-14 11:43:00","0.42","17041","United Kingdom"
"536520","22197","POPCORN HOLDER",3,"2010-12-01 12:43:00","0.85","14729","United Kingdom"
"568061","23271","CHRISTMAS TABLE CANDLE SILVER SPIKE",3,"2011-09-23 13:12:00","0.83","16910","United Kingdom"
"561321","23068","ALUMINIUM HEART",4,"2011-07-26 12:59:00","2.49","13668","United Kingdom"
"563638","22939","ADULT APRON APPLE DELIGHT",1,"2011-08-18 10:36:00","4.95","15311","United Kingdom"
"565725","23280","FOLDING BUTTERFLY MIRROR HOT PINK",12,"2011-09-06 11:55:00","0.83","13949","United Kingdom"
"571712","23281","FOLDING BUTTERFLY MIRROR RED",12,"2011-10-18 16:46:00","0.83","14056","United Kingdom"
"564173","23168","CLASSIC CAFE SUGAR DISPENSER",12,"2011-08-23 14:23:00","1.25","12567","France"
"572093","23127","DOLLCRAFT GIRL NICOLE",4,"2011-10-20 14:51:00","4.95","15121","United Kingdom"
"571308","23126","DOLLCRAFT GIRL AMELIE",4,"2011-10-17 10:10:00","4.95","12475","Germany"
"571965","84997A","CHILDRENS CUTLERY POLKADOT GREEN",3,"2011-10-20 10:41:00","4.15","17238","United Kingdom"
"553504","85123A","CREAM HANGING HEART T-LIGHT HOLDER",6,"2011-05-17 13:26:00","2.95","13310","United Kingdom"
"561066","22999","TRAVEL CARD WALLET RETRO PETALS",4,"2011-07-24 14:21:00","0.42","16710","United Kingdom"
"553678","22937","BAKING MOULD CHOCOLATE CUP CAKES",6,"2011-05-18 13:00:00","2.55","14009","United Kingdom"
"567164","23359","SET OF 12 T-LIGHTS VINTAGE DOILEY",2,"2011-09-18 11:51:00","1.95","14487","United Kingdom"
"575751","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-11-11 10:32:00","2.08","14911","EIRE"
"569672","22776","CAKESTAND, 3 TIER, LOVEHEART",1,"2011-10-05 13:58:00","9.95","17841","United Kingdom"
"573579","23534","STOP FOR TEA WALL ART",3,"2011-10-31 14:19:00","5.95","15033","United Kingdom"
"568492","22595","CHRISTMAS GINGHAM HEART",12,"2011-09-27 11:58:00","0.85","18278","United Kingdom"
"540163","22937","BAKING MOULD CHOCOLATE CUP CAKES",12,"2011-01-05 11:52:00","2.55","13089","United Kingdom"
"551516","23065","LARGE DECO JEWELLERY STAND",1,"2011-05-01 11:10:00","12.5","14800","United Kingdom"
"576045","22632","HAND WARMER RED POLKA DOT",4,"2011-11-13 14:42:00","2.1","15022","United Kingdom"
"541289","85123A","CREAM HANGING HEART T-LIGHT HOLDER",5,"2011-01-17 13:23:00","2.95","14606","United Kingdom"
"541244","82600","N0 SINGING METAL SIGN",1,"2011-01-16 12:35:00","2.1","15535","United Kingdom"
"554823","85123A","CREAM HANGING HEART T-LIGHT HOLDER",10,"2011-05-26 14:20:00","2.95","16624","United Kingdom"
"548867","22584","PACK OF 6 PANETTONE GIFT BOXES",1,"2011-04-04 14:17:00","2.55","14719","United Kingdom"
"563256","23209","LUNCH BAG DOILEY PATTERN",10,"2011-08-15 12:07:00","1.65","18143","United Kingdom"
"562908","23209","LUNCH BAG DOILEY PATTERN",10,"2011-08-10 12:48:00","1.65","16839","United Kingdom"
"547906","82600","N0 SINGING METAL SIGN",1,"2011-03-28 12:13:00","2.1","14410","United Kingdom"
"545017","20725","LUNCH BAG RED RETROSPOT",10,"2011-02-25 13:51:00","1.65","12361","Belgium"
"570653","23283","DOORMAT VINTAGE LEAF",1,"2011-10-11 13:49:00","8.25","14710","United Kingdom"
"568175","23131","MISELTOE HEART WREATH CREAM",4,"2011-09-25 13:24:00","4.15","14820","United Kingdom"
"561079","20725","LUNCH BAG RED RETROSPOT",2,"2011-07-24 16:12:00","1.65","13956","United Kingdom"
"556510","23306","SET OF 36 DOILIES PANTRY DESIGN",12,"2011-06-13 10:36:00","1.45","14911","EIRE"
"576650","23127","DOLLCRAFT GIRL NICOLE",4,"2011-11-16 10:34:00","4.95","14286","United Kingdom"
"575216","23280","FOLDING BUTTERFLY MIRROR HOT PINK",12,"2011-11-09 11:04:00","0.83","13384","United Kingdom"
"569866","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",10,"2011-10-06 14:50:00","2.08","12757","Portugal"
"542112","22986","GINGHAM ROSE WRAP",25,"2011-01-25 13:55:00","0.42","13168","United Kingdom"
"575051","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",3,"2011-11-08 12:14:00","2.08","15957","United Kingdom"
"547209","22804","CANDLEHOLDER PINK HANGING HEART",32,"2011-03-21 14:44:00","2.55","13081","United Kingdom"
"574319","82486","3 DRAWER ANTIQUE WHITE WOOD CABINET",24,"2011-11-03 19:15:00","8.15","15482","United Kingdom"
"570225","23366","SET 12 COLOUR PENCILS DOILEY",3,"2011-10-09 13:15:00","0.65","16595","United Kingdom"
"553189","22778","GLASS BELL JAR SMALL",3,"2011-05-15 13:14:00","3.95","15033","United Kingdom"
"570653","23526","DOG LICENCE WALL ART",1,"2011-10-11 13:49:00","5.95","14710","United Kingdom"
"575923","23209","LUNCH BAG DOILEY PATTERN",10,"2011-11-11 17:11:00","1.65","17069","United Kingdom"
"538186","22837","HOT WATER BOTTLE BABUSHKA",4,"2010-12-10 10:26:00","4.65","13000","United Kingdom"
"575893","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-11-11 14:23:00","2.08","17088","United Kingdom"
"576687","22602","CHRISTMAS RETROSPOT HEART WOOD",4,"2011-11-16 12:13:00","0.85","13558","United Kingdom"
"574321","23103","BELL HEART DECORATION",5,"2011-11-03 19:28:00","1.65","16016","United Kingdom"
"573546","23212","HEART WREATH DECORATION WITH BELL",12,"2011-10-31 13:13:00","1.25","15974","United Kingdom"
"560700","23203","JUMBO BAG DOILEY PATTERNS",2,"2011-07-20 12:38:00","2.08","17229","United Kingdom"
"578270","23236","DOILEY BISCUIT TIN",1,"2011-11-23 13:39:00","5.79","14096","United Kingdom"
"580514","82486","3 DRAWER ANTIQUE WHITE WOOD CABINET",4,"2011-12-04 14:01:00","8.95","16905","United Kingdom"
"567429","23028","DOORKNOB CRACKED GLAZE BLUE",12,"2011-09-20 11:39:00","1.65","17686","United Kingdom"
"549255","71459","HANGING JAM JAR T-LIGHT HOLDER",192,"2011-04-07 12:23:00","0.72","16209","United Kingdom"
"564335","22632","HAND WARMER RED POLKA DOT",1,"2011-08-24 14:23:00","2.1","15800","United Kingdom"
"563940","20725","LUNCH BAG RED RETROSPOT",10,"2011-08-22 09:30:00","1.65","17416","United Kingdom"
"572885","23148","MINIATURE ANTIQUE ROSE HOOK IVORY",12,"2011-10-26 13:45:00","0.83","15311","United Kingdom"
"543592","85123A","CREAM HANGING HEART T-LIGHT HOLDER",9,"2011-02-10 11:57:00","2.95","17243","United Kingdom"
"541684","82001S","SILVER RECORD COVER FRAME",4,"2011-01-20 15:22:00","3.75","15498","United Kingdom"
"573338","20725","LUNCH BAG RED RETROSPOT",1,"2011-10-30 11:47:00","1.65","14546","United Kingdom"
"567873","23271","CHRISTMAS TABLE CANDLE SILVER SPIKE",16,"2011-09-22 14:25:00","0.83","13055","United Kingdom"
"560841","82600","N0 SINGING METAL SIGN",12,"2011-07-21 12:25:00","1.85","14298","United Kingdom"
"539647","21109","LARGE CAKE TOWEL CHOCOLATE SPOTS",1,"2010-12-20 16:08:00","6.75","15460","United Kingdom"
"574315","21232","STRAWBERRY CERAMIC TRINKET BOX",72,"2011-11-03 17:53:00","1.06","17076","United Kingdom"
"556062","71459","HANGING JAM JAR T-LIGHT HOLDER",48,"2011-06-08 14:06:00","0.85","15189","United Kingdom"
"560728","23029","DOORKNOB CRACKED GLAZE GREEN",12,"2011-07-20 14:38:00","1.65","12520","Germany"
"580107","23128","DOLLCRAFT BOY JEAN-PAUL",4,"2011-12-01 15:32:00","4.95","15948","United Kingdom"
"569672","22953","BIRTHDAY BANNER TAPE",2,"2011-10-05 13:58:00","1.25","17841","United Kingdom"
"541789","22776","CAKESTAND, 3 TIER, LOVEHEART",11,"2011-01-21 13:07:00","8.5","14088","United Kingdom"
"562716","23209","LUNCH BAG DOILEY PATTERN",20,"2011-08-08 15:35:00","1.65","14257","United Kingdom"
"570864","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-10-12 15:41:00","2.08","16945","United Kingdom"
"580402","23524","HORSE & PONY WALL ART",1,"2011-12-04 11:55:00","3.75","13536","United Kingdom"
"559665","71477","COLOUR GLASS. STAR T-LIGHT HOLDER",4,"2011-07-11 13:35:00","3.25","12556","Spain"
"572811","85123A","CREAM HANGING HEART T-LIGHT HOLDER",6,"2011-10-26 11:14:00","2.95","16071","United Kingdom"
"545312","81950V","FLOWER PURPLE CLOCK W/SUCKER",3,"2011-03-01 13:51:00","0.85","15456","United Kingdom"
"578370","23203","JUMBO BAG DOILEY PATTERNS",3,"2011-11-24 11:11:00","2.08","17346","United Kingdom"
"544336","22268","DECORATION SITTING BUNNY",2,"2011-02-17 19:36:00","0.85","13230","United Kingdom"
"577905","82486","3 DRAWER ANTIQUE WHITE WOOD CABINET",12,"2011-11-22 11:51:00","8.15","15497","United Kingdom"
"561911","23029","DOORKNOB CRACKED GLAZE GREEN",6,"2011-08-01 10:26:00","1.65","12534","Germany"
"541604","85184C","S/4 VALENTINE DECOUPAGE HEART BOX",2,"2011-01-19 17:23:00","2.95","14572","United Kingdom"
"580523","23691","KEEP CALM BIRTHDAY WRAP",25,"2011-12-04 15:00:00","0.42","17827","United Kingdom"
"580188","23237","SET OF 4 KNICK KNACK TINS LEAF",3,"2011-12-02 12:02:00","4.15","16440","United Kingdom"
"566397","23214","BELL HEART ANTIQUE GOLD",3,"2011-09-12 12:54:00","2.08","17811","United Kingdom"
"536588","84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",12,"2010-12-01 16:49:00","3.75","17069","United Kingdom"
"571441","22896","PEG BAG APPLE DESIGN",1,"2011-10-17 13:31:00","4.96","14096","United Kingdom"
"559507","82486","3 DRAWER ANTIQUE WHITE WOOD CABINET",1,"2011-07-08 15:22:00","8.95","15920","United Kingdom"
"571944","21811","CHRISTMAS HANGING HEART WITH BELL",48,"2011-10-20 10:15:00","0.39","13755","United Kingdom"
"563557","22949","36 DOILIES DOLLY GIRL",12,"2011-08-17 13:33:00","1.45","15786","United Kingdom"
"552011","85123A","CREAM HANGING HEART T-LIGHT HOLDER",6,"2011-05-05 17:28:00","2.95","13867","United Kingdom"
"542713","21232","STRAWBERRY CERAMIC TRINKET BOX",36,"2011-01-31 13:27:00","1.25","12668","Germany"
"572035","23209","LUNCH BAG DOILEY PATTERN",100,"2011-10-20 12:03:00","1.45","14646","Netherlands"
"557129","84997A","CHILDRENS CUTLERY POLKADOT GREEN",1,"2011-06-16 19:59:00","4.15","17841","United Kingdom"
"577613","22985","WRAP BILLBOARD FONTS DESIGN",25,"2011-11-21 10:02:00","0.42","14911","EIRE"
"567204","71053","WHITE METAL LANTERN",8,"2011-09-19 10:43:00","3.75","15365","United Kingdom"
"567165","23148","MINIATURE ANTIQUE ROSE HOOK IVORY",12,"2011-09-18 11:58:00","0.83","17841","United Kingdom"
"543832","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",6,"2011-02-14 10:10:00","2.95","13381","United Kingdom"
"565672","23057","BEADED CHANDELIER T-LIGHT HOLDER",4,"2011-09-06 09:34:00","4.95","17700","United Kingdom"
"560892","23148","MINIATURE ANTIQUE ROSE HOOK IVORY",24,"2011-07-21 17:08:00","0.83","13089","United Kingdom"
"555514","85123A","CREAM HANGING HEART T-LIGHT HOLDER",6,"2011-06-05 10:41:00","2.95","17071","United Kingdom"
"549998","85123A","CREAM HANGING HEART T-LIGHT HOLDER",32,"2011-04-14 08:49:00","2.55","17675","United Kingdom"
"544200","84997B","CHILDRENS CUTLERY RETROSPOT RED",4,"2011-02-17 10:08:00","4.15","12494","France"
"543045","22778","GLASS BELL JAR SMALL",8,"2011-02-03 09:04:00","3.95","14309","United Kingdom"
"569222","23047","PAPER LANTERN 5 POINT SEQUIN STAR",4,"2011-10-02 13:46:00","5.75","15906","United Kingdom"
"577523","22778","GLASS BELL JAR SMALL",4,"2011-11-20 13:33:00","3.95","12597","Spain"
"573145","85123A","CREAM HANGING HEART T-LIGHT HOLDER",6,"2011-10-27 18:02:00","2.95","18219","United Kingdom"
"571824","23545","WRAP RED DOILEY",25,"2011-10-19 11:49:00","0.42","12472","Germany"
"547816","22584","PACK OF 6 PANETTONE GIFT BOXES",1,"2011-03-25 14:30:00","2.55","12748","United Kingdom"
"550776","82001S","SILVER RECORD COVER FRAME",4,"2011-04-20 13:19:00","3.75","15805","United Kingdom"
"549909","22584","PACK OF 6 PANETTONE GIFT BOXES",6,"2011-04-12 16:43:00","2.55","15777","United Kingdom"
"575335","22197","POPCORN HOLDER",700,"2011-11-09 13:56:00","0.72","12931","United Kingdom"
"566234","71053","WHITE METAL LANTERN",3,"2011-09-11 11:08:00","3.75","15035","United Kingdom"
"566115","23237","SET OF 4 KNICK KNACK TINS LEAF",6,"2011-09-09 10:51:00","4.15","12674","France"
"564476","85123A","CREAM HANGING HEART T-LIGHT HOLDER",12,"2011-08-25 12:57:00","2.95","12610","Italy"
"555477","23283","DOORMAT VINTAGE LEAF",2,"2011-06-03 12:26:00","7.95","12359","Cyprus"
"580304","23256","CHILDRENS CUTLERY SPACEBOY",4,"2011-12-02 14:25:00","4.15","18055","United Kingdom"
"574096","22986","GINGHAM ROSE WRAP",25,"2011-11-03 09:55:00","0.42","13599","United Kingdom"
"541488","71459","HANGING JAM JAR T-LIGHT HOLDER",120,"2011-01-18 13:34:00","0.72","15061","United Kingdom"
"573745","71053","WHITE METAL LANTERN",4,"2011-11-01 08:53:00","3.75","17419","United Kingdom"
"569687","23360","SET 8 CANDLES VINTAGE DOILEY",12,"2011-10-05 14:53:00","1.95","13709","United Kingdom"
"577723","23390","DOLLY GIRL MINI BACKPACK",2,"2011-11-21 12:36:00","4.15","16713","United Kingdom"
"559706","23209","LUNCH BAG DOILEY PATTERN",10,"2011-07-12 10:02:00","1.65","16609","United Kingdom"
"569005","22197","POPCORN HOLDER",12,"2011-09-29 18:30:00","0.85","16268","United Kingdom"
"560547","82600","N0 SINGING METAL SIGN",12,"2011-07-19 12:39:00","2.1","17419","United Kingdom"
"567094","23249","ENAMEL DINNER PLATE PANTRY",1,"2011-09-16 12:54:00","1.65","16924","United Kingdom"
"546540","71459","HANGING JAM JAR T-LIGHT HOLDER",144,"2011-03-14 15:05:00","0.72","15061","United Kingdom"
"577824","23534","STOP FOR TEA WALL ART",3,"2011-11-22 09:42:00","5.95","15845","United Kingdom"
"572653","23212","HEART WREATH DECORATION WITH BELL",4,"2011-10-25 12:12:00","1.25","15861","United Kingdom"
"549185","71459","HANGING JAM JAR T-LIGHT HOLDER",12,"2011-04-07 09:35:00","0.85","18272","United Kingdom"
"571046","23389","SPACEBOY MINI BACKPACK",2,"2011-10-13 13:35:00","4.15","18096","United Kingdom"
"570009","22632","HAND WARMER RED POLKA DOT",12,"2011-10-07 09:38:00","2.1","14138","United Kingdom"
"574964","23535","BICYCLE SAFTEY WALL ART",12,"2011-11-08 10:29:00","5.35","13329","United Kingdom"
"560098","82600","N0 SINGING METAL SIGN",2,"2011-07-14 17:44:00","2.1","16907","United Kingdom"
"537674","85123A","CREAM HANGING HEART T-LIGHT HOLDER",6,"2010-12-08 09:51:00","2.95","15628","United Kingdom"
"571883","23091","METAL HERB GERDEN CONTAINER",2,"2011-10-19 13:58:00","6.25","14704","United Kingdom"
"544332","22268","DECORATION SITTING BUNNY",24,"2011-02-17 17:34:00","0.85","17419","United Kingdom"
"569143","22179","SET 10 LIGHTS NIGHT OWL",1,"2011-09-30 15:04:00","6.75","15867","United Kingdom"
"552555","22179","SET 10 LIGHTS NIGHT OWL",12,"2011-05-10 11:20:00","6.75","18242","United Kingdom"
"579170","23126","DOLLCRAFT GIRL AMELIE",2,"2011-11-28 14:26:00","4.95","17811","United Kingdom"
"553556","23103","BELL HEART DECORATION",3,"2011-05-17 16:49:00","1.65","17530","United Kingdom"
"558535","23203","JUMBO BAG DOILEY PATTERNS",2,"2011-06-30 12:04:00","2.08","16904","United Kingdom"
"573276","23209","LUNCH BAG DOILEY PATTERN",20,"2011-10-28 13:14:00","1.65","13985","United Kingdom"
"552975","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"2011-05-12 13:58:00","1.25","17932","United Kingdom"
"574684","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",30,"2011-11-06 12:56:00","1.79","17581","United Kingdom"
"554497","21507","ELEPHANT BIRTHDAY CARD",12,"2011-05-24 14:38:00","0.42","15819","United Kingdom"
"570703","21175","GIN + TONIC DIET METAL SIGN",12,"2011-10-12 09:50:00","2.55","14911","EIRE"
"551284","85123A","CREAM HANGING HEART T-LIGHT HOLDER",6,"2011-04-27 14:05:00","2.95","15005","United Kingdom"
"554985","82600","N0 SINGING METAL SIGN",12,"2011-05-29 12:26:00","2.1","12426","Germany"
"569528","23091","METAL HERB GERDEN CONTAINER",1,"2011-10-04 14:53:00","6.25","16242","United Kingdom"
"573343","22197","POPCORN HOLDER",1,"2011-10-30 11:59:00","0.85","13566","United Kingdom"
"547028","85123A","CREAM HANGING HEART T-LIGHT HOLDER",4,"2011-03-20 10:13:00","2.95","13593","United Kingdom"
"573096","21175","GIN + TONIC DIET METAL SIGN",12,"2011-10-27 14:40:00","2.55","14004","United Kingdom"
"551870","22197","POPCORN HOLDER",100,"2011-05-04 16:51:00","0.72","17811","United Kingdom"
"565758","23035","DOORKNOB CERAMIC IVORY",18,"2011-09-06 13:29:00","1.45","16928","United Kingdom"
"550900","22502","PICNIC BASKET WICKER 60 PIECES",12,"2011-04-21 12:11:00","5.95","16553","United Kingdom"
"547550","84946","ANTIQUE SILVER T-LIGHT GLASS",72,"2011-03-23 15:41:00","1.06","16839","United Kingdom"
"575981","23254","CHILDRENS CUTLERY DOLLY GIRL",4,"2011-11-13 13:41:00","4.15","15500","United Kingdom"
"572453","23522","DOG AND BALL WALL ART",6,"2011-10-24 12:37:00","2.89","12921","United Kingdom"
"572882","84997D","CHILDRENS CUTLERY POLKADOT PINK",4,"2011-10-26 13:36:00","4.15","18226","United Kingdom"
"569252","23056","CRYSTAL CHANDELIER T-LIGHT HOLDER",3,"2011-10-03 10:38:00","6.25","14333","United Kingdom"
"550528","22776","CAKESTAND, 3 TIER, LOVEHEART",2,"2011-04-19 10:49:00","9.95","17663","United Kingdom"
"571227","23396","BUTTERFLY CUSHION COVER",4,"2011-10-14 13:54:00","3.75","12477","Germany"
"573867","23256","CHILDRENS CUTLERY SPACEBOY",8,"2011-11-01 12:12:00","4.15","12674","France"
"553350","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"2011-05-16 13:32:00","1.25","12871","United Kingdom"
"571560","23534","STOP FOR TEA WALL ART",3,"2011-10-18 09:54:00","5.95","14897","United Kingdom"
"560716","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"2011-07-20 13:26:00","1.25","17675","United Kingdom"
"554362","23091","METAL HERB GERDEN CONTAINER",1,"2011-05-24 10:17:00","6.25","17811","United Kingdom"
"558709","23145","ZINC T-LIGHT HOLDER STAR LARGE",10,"2011-07-01 13:02:00","0.95","17338","United Kingdom"
"571283","23103","BELL HEART DECORATION",2,"2011-10-16 13:51:00","1.65","16533","United Kingdom"
"580394","23145","ZINC T-LIGHT HOLDER STAR LARGE",36,"2011-12-04 10:53:00","0.95","14397","United Kingdom"
"557466","84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",8,"2011-06-20 13:08:00","4.15","13815","Germany"
"579124","23370","SET 36 COLOUR PENCILS DOILEY",1,"2011-11-28 12:14:00","1.25","15721","United Kingdom"
"571682","23194","GYMKHANA TREASURE BOOK BOX",1,"2011-10-18 14:00:00","2.25","14179","United Kingdom"
"540502","82600","N0 SINGING METAL SIGN",48,"2011-01-09 10:50:00","1.69","13183","United Kingdom"
"558368","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-06-28 15:36:00","2.08","14329","United Kingdom"
"565434","20725","LUNCH BAG RED RETROSPOT",5,"2011-09-04 13:35:00","1.65","12867","United Kingdom"
"561208","23209","LUNCH BAG DOILEY PATTERN",100,"2011-07-25 16:39:00","1.45","15372","United Kingdom"
"575331","23390","DOLLY GIRL MINI BACKPACK",8,"2011-11-09 13:52:00","4.15","13209","United Kingdom"
"543282","85123A","CREAM HANGING HEART T-LIGHT HOLDER",1,"2011-02-06 16:08:00","2.95","12956","United Kingdom"
"552274","23045","PAPER LANTERN 5 POINT STAR MOON",2,"2011-05-08 12:30:00","4.15","16523","United Kingdom"
"555946","84997A","CHILDRENS CUTLERY POLKADOT GREEN",4,"2011-06-08 10:43:00","4.15","17238","United Kingdom"
"559660","22584","PACK OF 6 PANETTONE GIFT BOXES",6,"2011-07-11 13:19:00","2.55","16701","United Kingdom"
"580272","23109","LED TEA LIGHTS",1,"2011-12-02 12:52:00","2.89","15547","United Kingdom"
"576052","23306","SET OF 36 DOILIES PANTRY DESIGN",5,"2011-11-13 14:48:00","1.45","15787","United Kingdom"
"568992","20725","LUNCH BAG RED RETROSPOT",1,"2011-09-29 16:48:00","1.65","17218","United Kingdom"
"577101","22595","CHRISTMAS GINGHAM HEART",12,"2011-11-17 16:51:00","0.85","13138","United Kingdom"
"549665","84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",5,"2011-04-11 12:17:00","4.15","14541","United Kingdom"
"570230","22197","POPCORN HOLDER",2,"2011-10-09 13:41:00","0.85","18088","United Kingdom"
"559528","85123A","CREAM HANGING HEART T-LIGHT HOLDER",9,"2011-07-10 11:34:00","2.95","13064","United Kingdom"
"555396","22804","CANDLEHOLDER PINK HANGING HEART",10,"2011-06-02 17:23:00","2.95","16529","United Kingdom"
"574677","23527","ANIMALS AND NATURE WALL ART",1,"2011-11-06 12:32:00","3.75","16445","United Kingdom"
"544035","84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",4,"2011-02-15 11:30:00","4.15","13893","United Kingdom"
"557233","23191","BUNDLE OF 3 RETRO EXERCISE BOOKS",3,"2011-06-17 14:44:00","1.65","15356","United Kingdom"
"557118","23126","DOLLCRAFT GIRL AMELIE",4,"2011-06-16 17:05:00","4.95","14849","United Kingdom"
"557798","71459","HANGING JAM JAR T-LIGHT HOLDER",48,"2011-06-23 09:38:00","0.85","16187","United Kingdom"
"575691","23104","IVORY CAFE HANGING LAMP",3,"2011-11-10 16:21:00","12.5","14180","United Kingdom"
"551124","84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",4,"2011-04-26 12:47:00","4.15","15738","United Kingdom"
"578117","21899","GARAGE KEY FOB",24,"2011-11-23 10:01:00","0.65","14334","United Kingdom"
"568065","22952","60 CAKE CASES VINTAGE CHRISTMAS",24,"2011-09-23 13:44:00","0.55","16240","United Kingdom"
"567341","23209","LUNCH BAG DOILEY PATTERN",10,"2011-09-19 15:04:00","1.65","14961","United Kingdom"
"574678","23436","GIFT BAG LARGE VINTAGE CHRISTMAS",12,"2011-11-06 12:36:00","1.25","13365","United Kingdom"
"559301","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"2011-07-07 12:41:00","1.25","13842","United Kingdom"
"545660","85123A","CREAM HANGING HEART T-LIGHT HOLDER",11,"2011-03-04 14:28:00","2.95","17191","United Kingdom"
"559887","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",2,"2011-07-13 11:44:00","2.95","13263","United Kingdom"
"569834","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"2011-10-06 13:00:00","1.25","14383","United Kingdom"
"572830","21175","GIN + TONIC DIET METAL SIGN",2,"2011-10-26 11:36:00","2.55","16208","United Kingdom"
"539322","82486","3 DRAWER ANTIQUE WHITE WOOD CABINET",1,"2010-12-16 19:22:00","7.95","14713","United Kingdom"
"537054","22813","PACK 3 BOXES BIRD PANETTONE",6,"2010-12-05 11:40:00","1.95","16931","United Kingdom"
"545226","22804","CANDLEHOLDER PINK HANGING HEART",6,"2011-03-01 09:33:00","2.95","12428","Finland"
"568183","21811","CHRISTMAS HANGING HEART WITH BELL",24,"2011-09-25 13:47:00","0.39","13991","United Kingdom"
"576927","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-11-17 11:02:00","2.08","12567","France"
"545683","22776","CAKESTAND, 3 TIER, LOVEHEART",2,"2011-03-06 11:50:00","9.95","14903","United Kingdom"
"552851","22134","LADLE LOVE HEART RED",12,"2011-05-11 15:07:00","0.42","12731","France"
"544910","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"2011-02-24 14:32:00","1.25","16072","United Kingdom"
"553488","79051A","SMOKEY GREY COLOUR D.O.F. GLASS",6,"2011-05-17 12:40:00","0.29","18043","United Kingdom"
"544064","82486","3 DRAWER ANTIQUE WHITE WOOD CABINET",1,"2011-02-15 13:50:00","8.95","17114","United Kingdom"
"573666","21811","CHRISTMAS HANGING HEART WITH BELL",48,"2011-10-31 16:24:00","0.39","15977","United Kingdom"
"562951","23091","METAL HERB GERDEN CONTAINER",3,"2011-08-11 09:57:00","6.25","14462","United Kingdom"
"536989","22837","HOT WATER BOTTLE BABUSHKA",1,"2010-12-03 15:10:00","4.65","17238","United Kingdom"
"563697","20725","LUNCH BAG RED RETROSPOT",4,"2011-08-18 13:44:00","1.65","16813","United Kingdom"
"538207","21175","GIN + TONIC DIET METAL SIGN",2,"2010-12-10 11:33:00","2.1","12748","United Kingdom"
"545408","22972","CHILDREN'S SPACEBOY MUG",12,"2011-03-02 12:10:00","1.65","15067","United Kingdom"
"554061","22197","POPCORN HOLDER",20,"2011-05-20 16:56:00","0.85","18008","United Kingdom"
"549296","22197","POPCORN HOLDER",12,"2011-04-08 07:37:00","0.85","14619","United Kingdom"
"555495","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-06-03 14:42:00","2.08","17068","United Kingdom"
"543413","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",32,"2011-02-08 11:32:00","2.55","13098","United Kingdom"
"573076","20725","LUNCH BAG RED RETROSPOT",10,"2011-10-27 14:05:00","1.65","13488","United Kingdom"
"567721","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",32,"2011-09-22 10:38:00","2.55","12409","Switzerland"
"540953","84997D","CHILDRENS CUTLERY POLKADOT PINK",1,"2011-01-12 13:16:00","3.75","14587","United Kingdom"
"563584","23168","CLASSIC CAFE SUGAR DISPENSER",12,"2011-08-17 16:48:00","1.25","15122","United Kingdom"
"543602","22776","CAKESTAND, 3 TIER, LOVEHEART",1,"2011-02-10 13:34:00","9.95","15570","United Kingdom"
"569037","22595","CHRISTMAS GINGHAM HEART",10,"2011-09-30 10:45:00","0.85","13263","United Kingdom"
"567656","85184C","S/4 VALENTINE DECOUPAGE HEART BOX",1,"2011-09-21 14:40:00","5.79","14096","United Kingdom"
"537794","84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",1,"2010-12-08 13:01:00","3.75","16713","United Kingdom"
